Dataset,Req_ID,Type,Split,PairGroupID,GoldLinkCount,DensityGroup,Code_File,Label,PairRole,SampledWithReplacement
iTrust,UC11S1,Mixed,heldout,17,3,3-10,action/EditOfficeVisitAction.java,1,positive,False
iTrust,UC11S1,Mixed,heldout,17,3,3-10,dao/DAOFactory.java,0,negative,False
iTrust,UC11S1,Mixed,heldout,18,3,3-10,dao/mysql/AllergyDAO.java,1,positive,False
iTrust,UC11S1,Mixed,heldout,18,3,3-10,action/LabProcUAPAction.java,0,negative,False
iTrust,UC11S1,Mixed,heldout,19,3,3-10,dao/mysql/OfficeVisitDAO.java,1,positive,False
iTrust,UC11S1,Mixed,heldout,19,3,3-10,beans/SecurityQA.java,0,negative,False
iTrust,UC11S2,FR,heldout,20,3,3-10,action/EditOfficeVisitAction.java,1,positive,False
iTrust,UC11S2,FR,heldout,20,3,3-10,risk/factors/HypertensionFactor.java,0,negative,False
iTrust,UC11S2,FR,heldout,21,3,3-10,dao/mysql/AllergyDAO.java,1,positive,False
iTrust,UC11S2,FR,heldout,21,3,3-10,dao/mysql/SurveyDAO.java,0,negative,False
iTrust,UC11S2,FR,heldout,22,3,3-10,dao/mysql/OfficeVisitDAO.java,1,positive,False
iTrust,UC11S2,FR,heldout,22,3,3-10,ParameterUtil.java,0,negative,False
iTrust,UC12,FR,heldout,23,1,1-2,dao/mysql/TransactionDAO.java,1,positive,False
iTrust,UC12,FR,heldout,23,1,1-2,risk/factors/AgeFactor.java,0,negative,False
iTrust,UC13,FR,heldout,24,3,3-10,action/EditRepresentativesAction.java,1,positive,False
iTrust,UC13,FR,heldout,24,3,3-10,action/UpdateNDCodeListAction.java,0,negative,False
iTrust,UC13,FR,heldout,25,3,3-10,dao/mysql/AuthDAO.java,1,positive,False
iTrust,UC13,FR,heldout,25,3,3-10,action/AddHCPAction.java,0,negative,False
iTrust,UC13,FR,heldout,26,3,3-10,dao/mysql/PatientDAO.java,1,positive,False
iTrust,UC13,FR,heldout,26,3,3-10,validate/ApptBeanValidator.java,0,negative,False
iTrust,UC13E1,FR,heldout,27,2,1-2,action/GetUserNameAction.java,1,positive,False
iTrust,UC13E1,FR,heldout,27,2,1-2,tags/ICD9CMLink.java,0,negative,False
iTrust,UC13E1,FR,heldout,28,2,1-2,dao/mysql/AuthDAO.java,1,positive,False
iTrust,UC13E1,FR,heldout,28,2,1-2,dao/mysql/DrugInteractionDAO.java,0,negative,False
iTrust,UC15E1,FR,heldout,29,4,3-10,validate/DiagnosisBeanValidator.java,1,positive,False
iTrust,UC15E1,FR,heldout,29,4,3-10,action/base/PersonnelBaseAction.java,0,negative,False
iTrust,UC15E1,FR,heldout,30,4,3-10,validate/LOINCBeanValidator.java,1,positive,False
iTrust,UC15E1,FR,heldout,30,4,3-10,dao/mysql/AdverseEventDAO.java,0,negative,False
iTrust,UC15E1,FR,heldout,31,4,3-10,validate/MedicationBeanValidator.java,1,positive,False
iTrust,UC15E1,FR,heldout,31,4,3-10,beans/DiagnosisBean.java,0,negative,False
iTrust,UC15E1,FR,heldout,32,4,3-10,validate/ProcedureBeanValidator.java,1,positive,False
iTrust,UC15E1,FR,heldout,32,4,3-10,action/ViewMyMessagesAction.java,0,negative,False
iTrust,UC15S1,Mixed,heldout,33,2,1-2,action/UpdateCPTCodeListAction.java,1,positive,False
iTrust,UC15S1,Mixed,heldout,33,2,1-2,risk/factors/ChildhoodInfectionFactor.java,0,negative,False
iTrust,UC15S1,Mixed,heldout,34,2,1-2,dao/mysql/CPTCodesDAO.java,1,positive,False
iTrust,UC15S1,Mixed,heldout,34,2,1-2,Localization.java,0,negative,False
iTrust,UC15S2,Mixed,heldout,35,2,1-2,action/UpdateICDCodeListAction.java,1,positive,False
iTrust,UC15S2,Mixed,heldout,35,2,1-2,action/ViewReportAction.java,0,negative,False
iTrust,UC15S2,Mixed,heldout,36,2,1-2,dao/mysql/ICDCodesDAO.java,1,positive,False
iTrust,UC15S2,Mixed,heldout,36,2,1-2,server/SessionTimeoutListener.java,0,negative,False
iTrust,UC15S3,FR,heldout,37,2,1-2,action/UpdateNDCodeListAction.java,1,positive,False
iTrust,UC15S3,FR,heldout,37,2,1-2,action/base/OfficeVisitBaseAction.java,0,negative,False
iTrust,UC15S3,FR,heldout,38,2,1-2,dao/mysql/NDCodesDAO.java,1,positive,False
iTrust,UC15S3,FR,heldout,38,2,1-2,beans/loaders/PrescriptionBeanLoader.java,0,negative,False
iTrust,UC15S4,Mixed,heldout,39,2,1-2,action/UpdateLOINCListAction.java,1,positive,False
iTrust,UC15S4,Mixed,heldout,39,2,1-2,beans/loaders/PatientLoader.java,0,negative,False
iTrust,UC15S4,Mixed,heldout,40,2,1-2,dao/mysql/LOINCDAO.java,1,positive,False
iTrust,UC15S4,Mixed,heldout,40,2,1-2,dao/mysql/RiskDAO.java,0,negative,False
iTrust,UC16,FR,validation,41,6,3-10,action/ChronicDiseaseRiskAction.java,1,positive,False
iTrust,UC16,FR,validation,41,6,3-10,action/ChangeSessionTimeoutAction.java,0,negative,False
iTrust,UC16,FR,validation,42,6,3-10,dao/mysql/HealthRecordsDAO.java,1,positive,False
iTrust,UC16,FR,validation,42,6,3-10,beans/loaders/VisitReminderReturnFormLoader.java,0,negative,False
iTrust,UC16,FR,validation,43,6,3-10,risk/HeartDiseaseRisks.java,1,positive,False
iTrust,UC16,FR,validation,43,6,3-10,dao/mysql/ApptTypeDAO.java,0,negative,False
iTrust,UC16,FR,validation,44,6,3-10,risk/RiskChecker.java,1,positive,False
iTrust,UC16,FR,validation,44,6,3-10,DateUtil.java,0,negative,False
iTrust,UC16,FR,validation,45,6,3-10,risk/Type1DiabetesRisks.java,1,positive,False
iTrust,UC16,FR,validation,45,6,3-10,dao/mysql/OfficeVisitDAO.java,0,negative,False
iTrust,UC16,FR,validation,46,6,3-10,risk/Type2DiabetesRisks.java,1,positive,False
iTrust,UC16,FR,validation,46,6,3-10,dao/mysql/VisitRemindersDAO.java,0,negative,False
iTrust,UC18E1,FR,heldout,47,1,1-2,validate/HospitalBeanValidator.java,1,positive,False
iTrust,UC18E1,FR,heldout,47,1,1-2,risk/factors/EthnicityFactor.java,0,negative,False
iTrust,UC18E2,FR,heldout,48,1,1-2,validate/HospitalBeanValidator.java,1,positive,False
iTrust,UC18E2,FR,heldout,48,1,1-2,risk/factors/SmokingFactor.java,0,negative,False
iTrust,UC18S1,Mixed,heldout,49,2,1-2,action/UpdateHospitalListAction.java,1,positive,False
iTrust,UC18S1,Mixed,heldout,49,2,1-2,validate/DiagnosisBeanValidator.java,0,negative,False
iTrust,UC18S1,Mixed,heldout,50,2,1-2,dao/mysql/HospitalsDAO.java,1,positive,False
iTrust,UC18S1,Mixed,heldout,50,2,1-2,dao/IConnectionDriver.java,0,negative,False
iTrust,UC18S2,FR,heldout,51,2,1-2,action/UpdateHospitalListAction.java,1,positive,False
iTrust,UC18S2,FR,heldout,51,2,1-2,beans/loaders/OperationalProfileLoader.java,0,negative,False
iTrust,UC18S2,FR,heldout,52,2,1-2,dao/mysql/HospitalsDAO.java,1,positive,False
iTrust,UC18S2,FR,heldout,52,2,1-2,action/AddUAPAction.java,0,negative,False
iTrust,UC19E1,FR,heldout,53,2,1-2,action/GetUserNameAction.java,1,positive,False
iTrust,UC19E1,FR,heldout,53,2,1-2,validate/AddPatientValidator.java,0,negative,False
iTrust,UC19E1,FR,heldout,54,2,1-2,dao/mysql/AuthDAO.java,1,positive,False
iTrust,UC19E1,FR,heldout,54,2,1-2,action/ViewVisitedHCPsAction.java,0,negative,False
iTrust,UC19E2,FR,heldout,55,2,1-2,action/GetUserNameAction.java,1,positive,False
iTrust,UC19E2,FR,heldout,55,2,1-2,risk/Type2DiabetesRisks.java,0,negative,False
iTrust,UC19E2,FR,heldout,56,2,1-2,dao/mysql/AuthDAO.java,1,positive,False
iTrust,UC19E2,FR,heldout,56,2,1-2,beans/MedicationBean.java,0,negative,False
iTrust,UC19S1,FR,heldout,57,3,3-10,EmailUtil.java,1,positive,False
iTrust,UC19S1,FR,heldout,57,3,3-10,dao/ProductionConnectionDriver.java,0,negative,False
iTrust,UC19S1,FR,heldout,58,3,3-10,action/ViewPrescriptionRecordsAction.java,1,positive,False
iTrust,UC19S1,FR,heldout,58,3,3-10,risk/factors/CholesterolFactor.java,0,negative,False
iTrust,UC19S1,FR,heldout,59,3,3-10,dao/mysql/PatientDAO.java,1,positive,False
iTrust,UC19S1,FR,heldout,59,3,3-10,beans/ApptBean.java,0,negative,False
iTrust,UC19S2,FR,heldout,60,2,1-2,action/ViewPrescriptionRecordsAction.java,1,positive,False
iTrust,UC19S2,FR,heldout,60,2,1-2,beans/loaders/ProcedureBeanLoader.java,0,negative,False
iTrust,UC19S2,FR,heldout,61,2,1-2,dao/mysql/PatientDAO.java,1,positive,False
iTrust,UC19S2,FR,heldout,61,2,1-2,DateUtil.java,0,negative,False
iTrust,UC1E1,Mixed,heldout,62,1,1-2,validate/AddPatientValidator.java,1,positive,False
iTrust,UC1E1,Mixed,heldout,62,1,1-2,dao/mysql/ApptDAO.java,0,negative,False
iTrust,UC1S1,Mixed,heldout,63,4,3-10,action/AddPatientAction.java,1,positive,False
iTrust,UC1S1,Mixed,heldout,63,4,3-10,EmailUtil.java,0,negative,False
iTrust,UC1S1,Mixed,heldout,64,4,3-10,dao/mysql/AuthDAO.java,1,positive,False
iTrust,UC1S1,Mixed,heldout,64,4,3-10,exception/DBException.java,0,negative,False
iTrust,UC1S1,Mixed,heldout,65,4,3-10,dao/mysql/PatientDAO.java,1,positive,False
iTrust,UC1S1,Mixed,heldout,65,4,3-10,action/ViewExpiredPrescriptionsAction.java,0,negative,False
iTrust,UC1S1,Mixed,heldout,66,4,3-10,dao/mysql/TransactionDAO.java,1,positive,False
iTrust,UC1S1,Mixed,heldout,66,4,3-10,beans/RemoteMonitoringDataBean.java,0,negative,False
iTrust,UC21E1,FR,heldout,67,2,1-2,action/GetUserNameAction.java,1,positive,False
iTrust,UC21E1,FR,heldout,67,2,1-2,action/UpdateHospitalListAction.java,0,negative,False
iTrust,UC21E1,FR,heldout,68,2,1-2,dao/mysql/AuthDAO.java,1,positive,False
iTrust,UC21E1,FR,heldout,68,2,1-2,beans/forms/HealthRecordForm.java,0,negative,False
iTrust,UC21E2,FR,heldout,69,2,1-2,action/GetUserNameAction.java,1,positive,False
iTrust,UC21E2,FR,heldout,69,2,1-2,action/AddHCPAction.java,0,negative,False
iTrust,UC21E2,FR,heldout,70,2,1-2,dao/mysql/AuthDAO.java,1,positive,False
iTrust,UC21E2,FR,heldout,70,2,1-2,validate/LabProcedureValidator.java,0,negative,False
iTrust,UC21S1,FR,heldout,71,3,3-10,action/EmergencyReportAction.java,1,positive,False
iTrust,UC21S1,FR,heldout,71,3,3-10,action/EditPrescriptionAction.java,0,negative,False
iTrust,UC21S1,FR,heldout,72,3,3-10,dao/mysql/AllergyDAO.java,1,positive,False
iTrust,UC21S1,FR,heldout,72,3,3-10,enums/State.java,0,negative,False
iTrust,UC21S1,FR,heldout,73,3,3-10,dao/mysql/PatientDAO.java,1,positive,False
iTrust,UC21S1,FR,heldout,73,3,3-10,beans/forms/HealthRecordForm.java,0,negative,False
iTrust,UC23E1,FR,heldout,74,2,1-2,action/GetUserNameAction.java,1,positive,False
iTrust,UC23E1,FR,heldout,74,2,1-2,beans/loaders/DiagnosisBeanLoader.java,0,negative,False
iTrust,UC23E1,FR,heldout,75,2,1-2,dao/mysql/AuthDAO.java,1,positive,False
iTrust,UC23E1,FR,heldout,75,2,1-2,validate/SecurityQAValidator.java,0,negative,False
iTrust,UC23E2,FR,heldout,76,2,1-2,action/GetUserNameAction.java,1,positive,False
iTrust,UC23E2,FR,heldout,76,2,1-2,action/UpdateICDCodeListAction.java,0,negative,False
iTrust,UC23E2,FR,heldout,77,2,1-2,dao/mysql/AuthDAO.java,1,positive,False
iTrust,UC23E2,FR,heldout,77,2,1-2,BeanBuilder.java,0,negative,False
iTrust,UC23S1,FR,heldout,78,2,1-2,action/GetUserNameAction.java,1,positive,False
iTrust,UC23S1,FR,heldout,78,2,1-2,action/ViewMyRecordsAction.java,0,negative,False
iTrust,UC23S1,FR,heldout,79,2,1-2,dao/mysql/AuthDAO.java,1,positive,False
iTrust,UC23S1,FR,heldout,79,2,1-2,action/ManageHospitalAssignmentsAction.java,0,negative,False
iTrust,UC23S3,FR,heldout,80,9,3-10,action/ViewMyRecordsAction.java,1,positive,False
iTrust,UC23S3,FR,heldout,80,9,3-10,beans/loaders/SurveyResultBeanLoader.java,0,negative,False
iTrust,UC23S3,FR,heldout,81,9,3-10,action/ViewMyReportRequestsAction.java,1,positive,False
iTrust,UC23S3,FR,heldout,81,9,3-10,beans/loaders/OfficeVisitLoader.java,0,negative,False
iTrust,UC23S3,FR,heldout,82,9,3-10,action/ViewReportAction.java,1,positive,False
iTrust,UC23S3,FR,heldout,82,9,3-10,dao/mysql/HospitalsDAO.java,0,negative,False
iTrust,UC23S3,FR,heldout,83,9,3-10,dao/mysql/AllergyDAO.java,1,positive,False
iTrust,UC23S3,FR,heldout,83,9,3-10,risk/factors/WeightFactor.java,0,negative,False
iTrust,UC23S3,FR,heldout,84,9,3-10,dao/mysql/FamilyDAO.java,1,positive,False
iTrust,UC23S3,FR,heldout,84,9,3-10,beans/MedicationBean.java,0,negative,False
iTrust,UC23S3,FR,heldout,85,9,3-10,dao/mysql/HealthRecordsDAO.java,1,positive,False
iTrust,UC23S3,FR,heldout,85,9,3-10,beans/loaders/ApptBeanLoader.java,0,negative,False
iTrust,UC23S3,FR,heldout,86,9,3-10,dao/mysql/OfficeVisitDAO.java,1,positive,False
iTrust,UC23S3,FR,heldout,86,9,3-10,beans/PersonnelBean.java,0,negative,False
iTrust,UC23S3,FR,heldout,87,9,3-10,dao/mysql/PatientDAO.java,1,positive,False
iTrust,UC23S3,FR,heldout,87,9,3-10,validate/HospitalBeanValidator.java,0,negative,False
iTrust,UC23S3,FR,heldout,88,9,3-10,dao/mysql/ReportRequestDAO.java,1,positive,False
iTrust,UC23S3,FR,heldout,88,9,3-10,beans/Email.java,0,negative,False
iTrust,UC23S4,FR,heldout,89,2,1-2,action/ViewMyReportRequestsAction.java,1,positive,False
iTrust,UC23S4,FR,heldout,89,2,1-2,action/MonitorAdverseEventAction.java,0,negative,False
iTrust,UC23S4,FR,heldout,90,2,1-2,dao/mysql/ReportRequestDAO.java,1,positive,False
iTrust,UC23S4,FR,heldout,90,2,1-2,enums/BloodType.java,0,negative,False
iTrust,UC24,Mixed,heldout,91,2,1-2,action/SurveyAction.java,1,positive,False
iTrust,UC24,Mixed,heldout,91,2,1-2,beans/AllergyBean.java,0,negative,False
iTrust,UC24,Mixed,heldout,92,2,1-2,dao/mysql/SurveyDAO.java,1,positive,False
iTrust,UC24,Mixed,heldout,92,2,1-2,action/ViewExpiredPrescriptionsAction.java,0,negative,False
iTrust,UC25,FR,validation,93,3,3-10,action/ViewSurveyResultAction.java,1,positive,False
iTrust,UC25,FR,validation,93,3,3-10,validate/BeanValidator.java,0,negative,False
iTrust,UC25,FR,validation,94,3,3-10,dao/mysql/HospitalsDAO.java,1,positive,False
iTrust,UC25,FR,validation,94,3,3-10,enums/TransactionType.java,0,negative,False
iTrust,UC25,FR,validation,95,3,3-10,dao/mysql/SurveyResultDAO.java,1,positive,False
iTrust,UC25,FR,validation,95,3,3-10,exception/iTrustException.java,0,negative,False
iTrust,UC26E1,FR,heldout,96,2,1-2,action/GetUserNameAction.java,1,positive,False
iTrust,UC26E1,FR,heldout,96,2,1-2,validate/LabProcedureValidator.java,0,negative,False
iTrust,UC26E1,FR,heldout,97,2,1-2,dao/mysql/AuthDAO.java,1,positive,False
iTrust,UC26E1,FR,heldout,97,2,1-2,dao/mysql/HealthRecordsDAO.java,0,negative,False
iTrust,UC26E2,FR,heldout,98,2,1-2,action/GetUserNameAction.java,1,positive,False
iTrust,UC26E2,FR,heldout,98,2,1-2,beans/loaders/SurveyResultBeanLoader.java,0,negative,False
iTrust,UC26E2,FR,heldout,99,2,1-2,dao/mysql/AuthDAO.java,1,positive,False
iTrust,UC26E2,FR,heldout,99,2,1-2,action/LabProcUAPAction.java,0,negative,False
iTrust,UC26S1,FR,heldout,100,2,1-2,action/ViewMyRecordsAction.java,1,positive,False
iTrust,UC26S1,FR,heldout,100,2,1-2,beans/PrescriptionBean.java,0,negative,False
iTrust,UC26S1,FR,heldout,101,2,1-2,dao/mysql/LabProcedureDAO.java,1,positive,False
iTrust,UC26S1,FR,heldout,101,2,1-2,beans/loaders/BeanLoader.java,0,negative,False
iTrust,UC26S2,FR,heldout,102,6,3-10,action/EditPatientAction.java,1,positive,False
iTrust,UC26S2,FR,heldout,102,6,3-10,validate/LabProcedureValidator.java,0,negative,False
iTrust,UC26S2,FR,heldout,103,6,3-10,action/GetUserNameAction.java,1,positive,False
iTrust,UC26S2,FR,heldout,103,6,3-10,action/EditPHRAction.java,0,negative,False
iTrust,UC26S2,FR,heldout,104,6,3-10,action/LabProcUAPAction.java,1,positive,False
iTrust,UC26S2,FR,heldout,104,6,3-10,validate/MedicationBeanValidator.java,0,negative,False
iTrust,UC26S2,FR,heldout,105,6,3-10,dao/mysql/AuthDAO.java,1,positive,False
iTrust,UC26S2,FR,heldout,105,6,3-10,action/SearchUsersAction.java,0,negative,False
iTrust,UC26S2,FR,heldout,106,6,3-10,dao/mysql/LabProcedureDAO.java,1,positive,False
iTrust,UC26S2,FR,heldout,106,6,3-10,risk/Type1DiabetesRisks.java,0,negative,False
iTrust,UC26S2,FR,heldout,107,6,3-10,dao/mysql/PatientDAO.java,1,positive,False
iTrust,UC26S2,FR,heldout,107,6,3-10,action/base/OfficeVisitBaseAction.java,0,negative,False
iTrust,UC26S3,FR,heldout,108,4,3-10,action/GetUserNameAction.java,1,positive,False
iTrust,UC26S3,FR,heldout,108,4,3-10,validate/PersonnelValidator.java,0,negative,False
iTrust,UC26S3,FR,heldout,109,4,3-10,action/LabProcUAPAction.java,1,positive,False
iTrust,UC26S3,FR,heldout,109,4,3-10,risk/factors/CholesterolFactor.java,0,negative,False
iTrust,UC26S3,FR,heldout,110,4,3-10,dao/mysql/AuthDAO.java,1,positive,False
iTrust,UC26S3,FR,heldout,110,4,3-10,action/MyDiagnosisAction.java,0,negative,False
iTrust,UC26S3,FR,heldout,111,4,3-10,dao/mysql/LabProcedureDAO.java,1,positive,False
iTrust,UC26S3,FR,heldout,111,4,3-10,action/GenerateCalendarAction.java,0,negative,False
iTrust,UC26S4,FR,heldout,112,1,1-2,dao/mysql/LabProcedureDAO.java,1,positive,False
iTrust,UC26S4,FR,heldout,112,1,1-2,dao/mysql/TransactionDAO.java,0,negative,False
iTrust,UC27S1,FR,heldout,113,2,1-2,EmailUtil.java,1,positive,False
iTrust,UC27S1,FR,heldout,113,2,1-2,beans/loaders/AllergyBeanLoader.java,0,negative,False
iTrust,UC27S1,FR,heldout,114,2,1-2,action/ResetPasswordAction.java,1,positive,False
iTrust,UC27S1,FR,heldout,114,2,1-2,beans/VisitFlag.java,0,negative,False
iTrust,UC27S2,FR,heldout,115,2,1-2,EmailUtil.java,1,positive,False
iTrust,UC27S2,FR,heldout,115,2,1-2,dao/mysql/SurveyResultDAO.java,0,negative,False
iTrust,UC27S2,FR,heldout,116,2,1-2,action/LabProcUAPAction.java,1,positive,False
iTrust,UC27S2,FR,heldout,116,2,1-2,dao/mysql/ApptTypeDAO.java,0,negative,False
iTrust,UC28,FR,heldout,117,3,3-10,action/ViewPatientOfficeVisitHistoryAction.java,1,positive,False
iTrust,UC28,FR,heldout,117,3,3-10,server/SessionTimeoutListener.java,0,negative,False
iTrust,UC28,FR,heldout,118,3,3-10,dao/mysql/OfficeVisitDAO.java,1,positive,False
iTrust,UC28,FR,heldout,118,3,3-10,beans/AdverseEventBean.java,0,negative,False
iTrust,UC28,FR,heldout,119,3,3-10,dao/mysql/PatientDAO.java,1,positive,False
iTrust,UC28,FR,heldout,119,3,3-10,exception/ErrorList.java,0,negative,False
iTrust,UC29,FR,heldout,120,5,3-10,action/MyDiagnosisAction.java,1,positive,False
iTrust,UC29,FR,heldout,120,5,3-10,action/UpdateLOINCListAction.java,0,negative,False
iTrust,UC29,FR,heldout,121,5,3-10,dao/mysql/LabProcedureDAO.java,1,positive,False
iTrust,UC29,FR,heldout,121,5,3-10,action/UpdateNDCodeListAction.java,0,negative,False
iTrust,UC29,FR,heldout,122,5,3-10,dao/mysql/OfficeVisitDAO.java,1,positive,False
iTrust,UC29,FR,heldout,122,5,3-10,dao/mysql/VisitRemindersDAO.java,0,negative,False
iTrust,UC29,FR,heldout,123,5,3-10,dao/mysql/PatientDAO.java,1,positive,False
iTrust,UC29,FR,heldout,123,5,3-10,validate/SurveySearchValidator.java,0,negative,False
iTrust,UC29,FR,heldout,124,5,3-10,dao/mysql/PersonnelDAO.java,1,positive,False
iTrust,UC29,FR,heldout,124,5,3-10,validate/ApptTypeBeanValidator.java,0,negative,False
iTrust,UC2E2,FR,heldout,125,1,1-2,validate/AddPersonnelValidator.java,1,positive,False
iTrust,UC2E2,FR,heldout,125,1,1-2,action/ViewPrescriptionRecordsAction.java,0,negative,False
iTrust,UC2S1,Mixed,heldout,126,3,3-10,action/AddHCPAction.java,1,positive,False
iTrust,UC2S1,Mixed,heldout,126,3,3-10,action/ViewPrescriptionRenewalNeedsAction.java,0,negative,False
iTrust,UC2S1,Mixed,heldout,127,3,3-10,dao/mysql/AuthDAO.java,1,positive,False
iTrust,UC2S1,Mixed,heldout,127,3,3-10,action/EmergencyReportAction.java,0,negative,False
iTrust,UC2S1,Mixed,heldout,128,3,3-10,dao/mysql/PersonnelDAO.java,1,positive,False
iTrust,UC2S1,Mixed,heldout,128,3,3-10,risk/Type1DiabetesRisks.java,0,negative,False
iTrust,UC2S2,Mixed,heldout,129,3,3-10,action/AddUAPAction.java,1,positive,False
iTrust,UC2S2,Mixed,heldout,129,3,3-10,beans/HCPDiagnosisBean.java,0,negative,False
iTrust,UC2S2,Mixed,heldout,130,3,3-10,dao/mysql/AuthDAO.java,1,positive,False
iTrust,UC2S2,Mixed,heldout,130,3,3-10,action/ResetPasswordAction.java,0,negative,False
iTrust,UC2S2,Mixed,heldout,131,3,3-10,dao/mysql/PersonnelDAO.java,1,positive,False
iTrust,UC2S2,Mixed,heldout,131,3,3-10,risk/factors/ChildhoodInfectionFactor.java,0,negative,False
iTrust,UC30E1,FR,heldout,132,2,1-2,action/GetUserNameAction.java,1,positive,False
iTrust,UC30E1,FR,heldout,132,2,1-2,exception/DBException.java,0,negative,False
iTrust,UC30E1,FR,heldout,133,2,1-2,dao/mysql/AuthDAO.java,1,positive,False
iTrust,UC30E1,FR,heldout,133,2,1-2,beans/MessageBean.java,0,negative,False
iTrust,UC30E2,FR,heldout,134,2,1-2,action/GetUserNameAction.java,1,positive,False
iTrust,UC30E2,FR,heldout,134,2,1-2,beans/HealthRecord.java,0,negative,False
iTrust,UC30E2,FR,heldout,135,2,1-2,dao/mysql/AuthDAO.java,1,positive,False
iTrust,UC30E2,FR,heldout,135,2,1-2,risk/factors/PriorDiagnosisFactor.java,0,negative,False
iTrust,UC30S1,Mixed,heldout,136,3,3-10,EmailUtil.java,1,positive,False
iTrust,UC30S1,Mixed,heldout,136,3,3-10,action/EditPersonnelAction.java,0,negative,False
iTrust,UC30S1,Mixed,heldout,137,3,3-10,action/SendMessageAction.java,1,positive,False
iTrust,UC30S1,Mixed,heldout,137,3,3-10,validate/AdverseEventValidator.java,0,negative,False
iTrust,UC30S1,Mixed,heldout,138,3,3-10,dao/mysql/MessageDAO.java,1,positive,False
iTrust,UC30S1,Mixed,heldout,138,3,3-10,action/GetUserNameAction.java,0,negative,False
iTrust,UC30S2,Mixed,heldout,139,4,3-10,action/GetUserNameAction.java,1,positive,False
iTrust,UC30S2,Mixed,heldout,139,4,3-10,beans/loaders/ReferralBeanLoader.java,0,negative,False
iTrust,UC30S2,Mixed,heldout,140,4,3-10,action/SendMessageAction.java,1,positive,False
iTrust,UC30S2,Mixed,heldout,140,4,3-10,risk/factors/EthnicityFactor.java,0,negative,False
iTrust,UC30S2,Mixed,heldout,141,4,3-10,dao/mysql/AuthDAO.java,1,positive,False
iTrust,UC30S2,Mixed,heldout,141,4,3-10,risk/factors/PatientRiskFactor.java,0,negative,False
iTrust,UC30S2,Mixed,heldout,142,4,3-10,dao/mysql/PatientDAO.java,1,positive,False
