Dataset,Req_ID,Type,Split,PairGroupID,GoldLinkCount,DensityGroup,Code_File,Label,PairRole,SampledWithReplacement
eTour,UC14,FR,heldout,31,5,3-10,ICulturalHeritageAgencyManager.java,0,negative,False
eTour,UC15,FR,heldout,32,6,3-10,BeanTourist.java,1,positive,False
eTour,UC15,FR,heldout,32,6,3-10,DBRefreshmentPointOperator.java,0,negative,False
eTour,UC15,FR,heldout,33,6,3-10,ControlData.java,1,positive,False
eTour,UC15,FR,heldout,33,6,3-10,IDBMenu.java,0,negative,False
eTour,UC15,FR,heldout,34,6,3-10,IDBTourist.java,1,positive,False
eTour,UC15,FR,heldout,34,6,3-10,GlobalConstants.java,0,negative,False
eTour,UC15,FR,heldout,35,6,3-10,ITouristAgencyManager.java,1,positive,False
eTour,UC15,FR,heldout,35,6,3-10,News.java,0,negative,False
eTour,UC15,FR,heldout,36,6,3-10,TouristAgencyManager.java,1,positive,False
eTour,UC15,FR,heldout,36,6,3-10,DBTourist.java,0,negative,False
eTour,UC15,FR,heldout,37,6,3-10,TouristCommonManager.java,1,positive,False
eTour,UC15,FR,heldout,37,6,3-10,BannerRenderer.java,0,negative,False
eTour,UC16,FR,validation,38,4,3-10,BeanTourist.java,1,positive,False
eTour,UC16,FR,validation,38,4,3-10,DBConvention.java,0,negative,False
eTour,UC16,FR,validation,39,4,3-10,IDBTourist.java,1,positive,False
eTour,UC16,FR,validation,39,4,3-10,CulturalHeritage.java,0,negative,False
eTour,UC16,FR,validation,40,4,3-10,ITouristAgencyManager.java,1,positive,False
eTour,UC16,FR,validation,40,4,3-10,DBSearchPreference.java,0,negative,False
eTour,UC16,FR,validation,41,4,3-10,TouristAgencyManager.java,1,positive,False
eTour,UC16,FR,validation,41,4,3-10,BeanVisitPR.java,0,negative,False
eTour,UC17,FR,heldout,42,12,>10,AdvertisementAgencyManager.java,1,positive,False
eTour,UC17,FR,heldout,42,12,>10,DBLocationStatistic.java,0,negative,False
eTour,UC17,FR,heldout,43,12,>10,AdvertisementManager.java,1,positive,False
eTour,UC17,FR,heldout,43,12,>10,IDBTourist.java,0,negative,False
eTour,UC17,FR,heldout,44,12,>10,Banner.java,1,positive,False
eTour,UC17,FR,heldout,44,12,>10,ISearch.java,0,negative,False
eTour,UC17,FR,heldout,45,12,>10,BannerNode.java,1,positive,False
eTour,UC17,FR,heldout,45,12,>10,IDBTag.java,0,negative,False
eTour,UC17,FR,heldout,46,12,>10,BeanBanner.java,1,positive,False
eTour,UC17,FR,heldout,46,12,>10,IDBDish.java,0,negative,False
eTour,UC17,FR,heldout,47,12,>10,ControlData.java,1,positive,False
eTour,UC17,FR,heldout,47,12,>10,BeanNews.java,0,negative,False
eTour,UC17,FR,heldout,48,12,>10,ControllDataAdvertisement.java,1,positive,False
eTour,UC17,FR,heldout,48,12,>10,News.java,0,negative,False
eTour,UC17,FR,heldout,49,12,>10,DBBanner.java,1,positive,False
eTour,UC17,FR,heldout,49,12,>10,BeanConvention.java,0,negative,False
eTour,UC17,FR,heldout,50,12,>10,GlobalConstants.java,1,positive,False
eTour,UC17,FR,heldout,50,12,>10,IDBCulturalHeritage.java,0,negative,False
eTour,UC17,FR,heldout,51,12,>10,IAdvertisementAgencyManager.java,1,positive,False
eTour,UC17,FR,heldout,51,12,>10,TagAgencyOperatorManager.java,0,negative,False
eTour,UC17,FR,heldout,52,12,>10,IAdvertisementManager.java,1,positive,False
eTour,UC17,FR,heldout,52,12,>10,DBTourist.java,0,negative,False
eTour,UC17,FR,heldout,53,12,>10,IDBBanner.java,1,positive,False
eTour,UC17,FR,heldout,53,12,>10,NewsTableModelTest.java,0,negative,False
eTour,UC18,FR,heldout,54,5,3-10,BeanBanner.java,1,positive,False
eTour,UC18,FR,heldout,54,5,3-10,CulturalHeritageChecker.java,0,negative,False
eTour,UC18,FR,heldout,55,5,3-10,DBBanner.java,1,positive,False
eTour,UC18,FR,heldout,55,5,3-10,ICulturalHeritageAgencyManager.java,0,negative,False
eTour,UC18,FR,heldout,56,5,3-10,ErrorMessage.java,1,positive,False
eTour,UC18,FR,heldout,56,5,3-10,IDBTag.java,0,negative,False
eTour,UC18,FR,heldout,57,5,3-10,IAdvertisementManager.java,1,positive,False
eTour,UC18,FR,heldout,57,5,3-10,BeanSearchPreference.java,0,negative,False
eTour,UC18,FR,heldout,58,5,3-10,IDBBanner.java,1,positive,False
eTour,UC18,FR,heldout,58,5,3-10,DBVisitPR.java,0,negative,False
eTour,UC19,FR,heldout,59,9,3-10,AdvertisementAgencyManager.java,1,positive,False
eTour,UC19,FR,heldout,59,9,3-10,CardPR.java,0,negative,False
eTour,UC19,FR,heldout,60,9,3-10,AdvertisementManager.java,1,positive,False
eTour,UC19,FR,heldout,60,9,3-10,Category.java,0,negative,False
eTour,UC19,FR,heldout,61,9,3-10,Banner.java,1,positive,False
eTour,UC19,FR,heldout,61,9,3-10,BeanMenu.java,0,negative,False
eTour,UC19,FR,heldout,62,9,3-10,BeanBanner.java,1,positive,False
eTour,UC19,FR,heldout,62,9,3-10,ListCategory.java,0,negative,False
eTour,UC19,FR,heldout,63,9,3-10,ControllDataAdvertisement.java,1,positive,False
eTour,UC19,FR,heldout,63,9,3-10,FeedBackTableModel.java,0,negative,False
eTour,UC19,FR,heldout,64,9,3-10,DBBanner.java,1,positive,False
eTour,UC19,FR,heldout,64,9,3-10,News.java,0,negative,False
eTour,UC19,FR,heldout,65,9,3-10,GlobalConstants.java,1,positive,False
eTour,UC19,FR,heldout,65,9,3-10,RefreshmentPointAgencyManager.java,0,negative,False
eTour,UC19,FR,heldout,66,9,3-10,IAdvertisementAgencyManager.java,1,positive,False
eTour,UC19,FR,heldout,66,9,3-10,DBAgencyOperator.java,0,negative,False
eTour,UC19,FR,heldout,67,9,3-10,IAdvertisementManager.java,1,positive,False
eTour,UC19,FR,heldout,67,9,3-10,IDBRefreshmentPoint.java,0,negative,False
eTour,UC2-1,FR,heldout,68,6,3-10,BeanCulturalHeritage.java,1,positive,False
eTour,UC2-1,FR,heldout,68,6,3-10,IDBAgencyOperator.java,0,negative,False
eTour,UC2-1,FR,heldout,69,6,3-10,CulturalHeritage.java,1,positive,False
eTour,UC2-1,FR,heldout,69,6,3-10,DeskManager.java,0,negative,False
eTour,UC2-1,FR,heldout,70,6,3-10,CulturalHeritageAgencyManager.java,1,positive,False
eTour,UC2-1,FR,heldout,70,6,3-10,Point3D.java,0,negative,False
eTour,UC2-1,FR,heldout,71,6,3-10,CulturalHeritageChecker.java,1,positive,False
eTour,UC2-1,FR,heldout,71,6,3-10,ScrollableTable.java,0,negative,False
eTour,UC2-1,FR,heldout,72,6,3-10,DBCulturalHeritage.java,1,positive,False
eTour,UC2-1,FR,heldout,72,6,3-10,TouristClientManager.java,0,negative,False
eTour,UC2-1,FR,heldout,73,6,3-10,ICulturalHeritageAgencyManager.java,1,positive,False
eTour,UC2-1,FR,heldout,73,6,3-10,DBConnectionPool.java,0,negative,False
eTour,UC2-2,NFR,validation,74,6,3-10,BeanCulturalHeritage.java,1,positive,False
eTour,UC2-2,NFR,validation,74,6,3-10,IDBRefreshmentPointOperator.java,0,negative,False
eTour,UC2-2,NFR,validation,75,6,3-10,CulturalHeritage.java,1,positive,False
eTour,UC2-2,NFR,validation,75,6,3-10,BeanNews.java,0,negative,False
eTour,UC2-2,NFR,validation,76,6,3-10,CulturalHeritageAgencyManager.java,1,positive,False
eTour,UC2-2,NFR,validation,76,6,3-10,ScrollableTable.java,0,negative,False
eTour,UC2-2,NFR,validation,77,6,3-10,CulturalHeritageChecker.java,1,positive,False
eTour,UC2-2,NFR,validation,77,6,3-10,BannerRenderer.java,0,negative,False
eTour,UC2-2,NFR,validation,78,6,3-10,DBCulturalHeritage.java,1,positive,False
eTour,UC2-2,NFR,validation,78,6,3-10,IDBConvention.java,0,negative,False
eTour,UC2-2,NFR,validation,79,6,3-10,ICulturalHeritageAgencyManager.java,1,positive,False
eTour,UC2-2,NFR,validation,79,6,3-10,ICulturalHeritageCommonManager.java,0,negative,False
eTour,UC20,FR,heldout,80,12,>10,AdvertisementAgencyManager.java,1,positive,False
eTour,UC20,FR,heldout,80,12,>10,ITouristClientManager.java,0,negative,False
eTour,UC20,FR,heldout,81,12,>10,AdvertisementManager.java,1,positive,False
eTour,UC20,FR,heldout,81,12,>10,DBAgencyOperator.java,0,negative,False
eTour,UC20,FR,heldout,82,12,>10,Banner.java,1,positive,False
eTour,UC20,FR,heldout,82,12,>10,IDBConvention.java,0,negative,False
eTour,UC20,FR,heldout,83,12,>10,BannerNode.java,1,positive,False
eTour,UC20,FR,heldout,83,12,>10,ITagCommonManager.java,0,negative,False
eTour,UC20,FR,heldout,84,12,>10,BeanBanner.java,1,positive,False
eTour,UC20,FR,heldout,84,12,>10,Tourist.java,0,negative,False
eTour,UC20,FR,heldout,85,12,>10,ControlData.java,1,positive,False
eTour,UC20,FR,heldout,85,12,>10,PRNode.java,0,negative,False
eTour,UC20,FR,heldout,86,12,>10,ControllDataAdvertisement.java,1,positive,False
eTour,UC20,FR,heldout,86,12,>10,OperatorAgency.java,0,negative,False
eTour,UC20,FR,heldout,87,12,>10,DBBanner.java,1,positive,False
eTour,UC20,FR,heldout,87,12,>10,ReportStatistic.java,0,negative,False
eTour,UC20,FR,heldout,88,12,>10,GlobalConstants.java,1,positive,False
eTour,UC20,FR,heldout,88,12,>10,PriorityRenderer.java,0,negative,False
eTour,UC20,FR,heldout,89,12,>10,IAdvertisementAgencyManager.java,1,positive,False
eTour,UC20,FR,heldout,89,12,>10,TouristCard.java,0,negative,False
eTour,UC20,FR,heldout,90,12,>10,IAdvertisementManager.java,1,positive,False
eTour,UC20,FR,heldout,90,12,>10,BannerDialog.java,0,negative,False
eTour,UC20,FR,heldout,91,12,>10,IDBBanner.java,1,positive,False
eTour,UC20,FR,heldout,91,12,>10,NewsTableModelTest.java,0,negative,False
eTour,UC21,FR,heldout,92,7,3-10,AdvertisementAgencyManager.java,1,positive,False
eTour,UC21,FR,heldout,92,7,3-10,BeanConvention.java,0,negative,False
eTour,UC21,FR,heldout,93,7,3-10,BeanNews.java,1,positive,False
eTour,UC21,FR,heldout,93,7,3-10,DBNews.java,0,negative,False
eTour,UC21,FR,heldout,94,7,3-10,ControlData.java,1,positive,False
eTour,UC21,FR,heldout,94,7,3-10,IRefreshmentPointAgencyManager.java,0,negative,False
eTour,UC21,FR,heldout,95,7,3-10,ControllDataAdvertisement.java,1,positive,False
eTour,UC21,FR,heldout,95,7,3-10,IAdvertisementManager.java,0,negative,False
eTour,UC21,FR,heldout,96,7,3-10,IAdvertisementAgencyManager.java,1,positive,False
eTour,UC21,FR,heldout,96,7,3-10,TouristClientManager.java,0,negative,False
eTour,UC21,FR,heldout,97,7,3-10,IDBNews.java,1,positive,False
eTour,UC21,FR,heldout,97,7,3-10,Fuzzy.java,0,negative,False
eTour,UC21,FR,heldout,98,7,3-10,News.java,1,positive,False
eTour,UC21,FR,heldout,98,7,3-10,RefreshmentPointCommonManager.java,0,negative,False
eTour,UC22,FR,heldout,99,5,3-10,AdvertisementAgencyManager.java,1,positive,False
eTour,UC22,FR,heldout,99,5,3-10,BeanMenu.java,0,negative,False
eTour,UC22,FR,heldout,100,5,3-10,BeanNews.java,1,positive,False
eTour,UC22,FR,heldout,100,5,3-10,TagTableModel.java,0,negative,False
eTour,UC22,FR,heldout,101,5,3-10,ControllDataAdvertisement.java,1,positive,False
eTour,UC22,FR,heldout,101,5,3-10,TouristCard.java,0,negative,False
eTour,UC22,FR,heldout,102,5,3-10,IAdvertisementAgencyManager.java,1,positive,False
eTour,UC22,FR,heldout,102,5,3-10,DBRefreshmentPointOperator.java,0,negative,False
eTour,UC22,FR,heldout,103,5,3-10,IDBNews.java,1,positive,False
eTour,UC22,FR,heldout,103,5,3-10,RefreshmentPointAgencyManager.java,0,negative,False
eTour,UC23,FR,heldout,104,7,3-10,AdvertisementAgencyManager.java,1,positive,False
eTour,UC23,FR,heldout,104,7,3-10,DBVisitPR.java,0,negative,False
eTour,UC23,FR,heldout,105,7,3-10,BeanNews.java,1,positive,False
eTour,UC23,FR,heldout,105,7,3-10,Point3DRenderer.java,0,negative,False
eTour,UC23,FR,heldout,106,7,3-10,ControlData.java,1,positive,False
eTour,UC23,FR,heldout,106,7,3-10,IRefreshmentPointAgencyManager.java,0,negative,False
eTour,UC23,FR,heldout,107,7,3-10,ControllDataAdvertisement.java,1,positive,False
eTour,UC23,FR,heldout,107,7,3-10,IAuthentication.java,0,negative,False
eTour,UC23,FR,heldout,108,7,3-10,IAdvertisementAgencyManager.java,1,positive,False
eTour,UC23,FR,heldout,108,7,3-10,IDBAgencyOperator.java,0,negative,False
eTour,UC23,FR,heldout,109,7,3-10,IDBNews.java,1,positive,False
eTour,UC23,FR,heldout,109,7,3-10,Tag.java,0,negative,False
eTour,UC23,FR,heldout,110,7,3-10,News.java,1,positive,False
eTour,UC23,FR,heldout,110,7,3-10,DBDish.java,0,negative,False
eTour,UC24,FR,heldout,111,10,3-10,CulturalHeritageCommonManager.java,1,positive,False
eTour,UC24,FR,heldout,111,10,3-10,BannerRenderer.java,0,negative,False
eTour,UC24,FR,heldout,112,10,3-10,FeedBackTableModel.java,1,positive,False
eTour,UC24,FR,heldout,112,10,3-10,IDBNews.java,0,negative,False
eTour,UC24,FR,heldout,113,10,3-10,ICulturalHeritageAgencyManager.java,1,positive,False
eTour,UC24,FR,heldout,113,10,3-10,IDBRefreshmentPointOperator.java,0,negative,False
eTour,UC24,FR,heldout,114,10,3-10,ICulturalHeritageCommonManager.java,1,positive,False
eTour,UC24,FR,heldout,114,10,3-10,IDBDish.java,0,negative,False
eTour,UC24,FR,heldout,115,10,3-10,IRefreshmentPointAgencyManager.java,1,positive,False
eTour,UC24,FR,heldout,115,10,3-10,TestoNewsRendererTest.java,0,negative,False
eTour,UC24,FR,heldout,116,10,3-10,IRefreshmentPointCommonManager.java,1,positive,False
eTour,UC24,FR,heldout,116,10,3-10,TouristCard.java,0,negative,False
eTour,UC24,FR,heldout,117,10,3-10,ITouristAgencyManager.java,1,positive,False
eTour,UC24,FR,heldout,117,10,3-10,IDBSearchPreference.java,0,negative,False
eTour,UC24,FR,heldout,118,10,3-10,RefreshmentPointAgencyManager.java,1,positive,False
eTour,UC24,FR,heldout,118,10,3-10,AdvertisementRefreshmentPointManager.java,0,negative,False
eTour,UC24,FR,heldout,119,10,3-10,RefreshmentPointCommonManager.java,1,positive,False
eTour,UC24,FR,heldout,119,10,3-10,DBVisitBC.java,0,negative,False
eTour,UC24,FR,heldout,120,10,3-10,TouristAgencyManager.java,1,positive,False
eTour,UC24,FR,heldout,120,10,3-10,IDBAgencyOperator.java,0,negative,False
eTour,UC25,FR,heldout,121,3,3-10,CulturalHeritageAgencyManager.java,1,positive,False
eTour,UC25,FR,heldout,121,3,3-10,DBSearchPreference.java,0,negative,False
eTour,UC25,FR,heldout,122,3,3-10,ICulturalHeritageCommonManager.java,1,positive,False
eTour,UC25,FR,heldout,122,3,3-10,IDBCulturalHeritage.java,0,negative,False
eTour,UC25,FR,heldout,123,3,3-10,RefreshmentPointCommonManager.java,1,positive,False
eTour,UC25,FR,heldout,123,3,3-10,Tag.java,0,negative,False
eTour,UC26,FR,heldout,124,2,1-2,BeanVisitPR.java,1,positive,False
eTour,UC26,FR,heldout,124,2,1-2,BeanOperatorAgency.java,0,negative,False
eTour,UC26,FR,heldout,125,2,1-2,FeedBackTableModel.java,1,positive,False
eTour,UC26,FR,heldout,125,2,1-2,TouristCommonManager.java,0,negative,False
eTour,UC27-1,FR,heldout,126,1,1-2,ISearch.java,1,positive,False
eTour,UC27-1,FR,heldout,126,1,1-2,AdvertisementRefreshmentPointManager.java,0,negative,False
eTour,UC27-2,NFR,heldout,127,1,1-2,ISearch.java,1,positive,False
eTour,UC27-2,NFR,heldout,127,1,1-2,DBDish.java,0,negative,False
eTour,UC28,FR,heldout,128,5,3-10,BeanTag.java,1,positive,False
eTour,UC28,FR,heldout,128,5,3-10,AverageRatingRenderer.java,0,negative,False
eTour,UC28,FR,heldout,129,5,3-10,IDBTag.java,1,positive,False
eTour,UC28,FR,heldout,129,5,3-10,TouristCard.java,0,negative,False
eTour,UC28,FR,heldout,130,5,3-10,ITagAgencyOperatorManager.java,1,positive,False
eTour,UC28,FR,heldout,130,5,3-10,DBVisitPR.java,0,negative,False
eTour,UC28,FR,heldout,131,5,3-10,TagAgencyOperatorManager.java,1,positive,False
eTour,UC28,FR,heldout,131,5,3-10,SiteTableModel.java,0,negative,False
eTour,UC28,FR,heldout,132,5,3-10,TagTableModel.java,1,positive,False
eTour,UC28,FR,heldout,132,5,3-10,IDBAgencyOperator.java,0,negative,False
eTour,UC29,FR,heldout,133,1,1-2,TagAgencyOperatorManager.java,1,positive,False
eTour,UC29,FR,heldout,133,1,1-2,BeanMenu.java,0,negative,False
eTour,UC3-1,FR,heldout,134,6,3-10,BeanCulturalHeritage.java,1,positive,False
eTour,UC3-1,FR,heldout,134,6,3-10,CulturalHeritageVisitChecker.java,0,negative,False
eTour,UC3-1,FR,heldout,135,6,3-10,CulturalHeritage.java,1,positive,False
eTour,UC3-1,FR,heldout,135,6,3-10,DBMenu.java,0,negative,False
eTour,UC3-1,FR,heldout,136,6,3-10,CulturalHeritageAgencyManager.java,1,positive,False
eTour,UC3-1,FR,heldout,136,6,3-10,BeanSearchPreference.java,0,negative,False
eTour,UC3-1,FR,heldout,137,6,3-10,CulturalHeritageChecker.java,1,positive,False
eTour,UC3-1,FR,heldout,137,6,3-10,OperatorAgency.java,0,negative,False
eTour,UC3-1,FR,heldout,138,6,3-10,DBCulturalHeritage.java,1,positive,False
eTour,UC3-1,FR,heldout,138,6,3-10,IDBRefreshmentPoint.java,0,negative,False
eTour,UC3-1,FR,heldout,139,6,3-10,ICulturalHeritageAgencyManager.java,1,positive,False
eTour,UC3-1,FR,heldout,139,6,3-10,ControllDataAdvertisement.java,0,negative,False
eTour,UC3-2,NFR,heldout,140,6,3-10,BeanCulturalHeritage.java,1,positive,False
eTour,UC3-2,NFR,heldout,140,6,3-10,RicercaAvanzata.java,0,negative,False
eTour,UC3-2,NFR,heldout,141,6,3-10,CulturalHeritage.java,1,positive,False
eTour,UC3-2,NFR,heldout,141,6,3-10,BeanSearchPreference.java,0,negative,False
eTour,UC3-2,NFR,heldout,142,6,3-10,CulturalHeritageAgencyManager.java,1,positive,False
eTour,UC3-2,NFR,heldout,142,6,3-10,AdvertisementRefreshmentPointManager.java,0,negative,False
eTour,UC3-2,NFR,heldout,143,6,3-10,CulturalHeritageChecker.java,1,positive,False
eTour,UC3-2,NFR,heldout,143,6,3-10,DBConnectionPool.java,0,negative,False
eTour,UC3-2,NFR,heldout,144,6,3-10,DBCulturalHeritage.java,1,positive,False
eTour,UC3-2,NFR,heldout,144,6,3-10,IDBTourist.java,0,negative,False
eTour,UC3-2,NFR,heldout,145,6,3-10,ICulturalHeritageAgencyManager.java,1,positive,False
eTour,UC3-2,NFR,heldout,145,6,3-10,IRefreshmentPointCommonManager.java,0,negative,False
eTour,UC30,FR,heldout,146,4,3-10,BeanTag.java,1,positive,False
eTour,UC30,FR,heldout,146,4,3-10,Point3D.java,0,negative,False
eTour,UC30,FR,heldout,147,4,3-10,DBTag.java,1,positive,False
eTour,UC30,FR,heldout,147,4,3-10,BeanVisitBC.java,0,negative,False
eTour,UC30,FR,heldout,148,4,3-10,IDBTag.java,1,positive,False
eTour,UC30,FR,heldout,148,4,3-10,BeanConvention.java,0,negative,False
eTour,UC30,FR,heldout,149,4,3-10,TagAgencyOperatorManager.java,1,positive,False
eTour,UC30,FR,heldout,149,4,3-10,IDBBanner.java,0,negative,False
eTour,UC31,FR,heldout,150,3,3-10,DBAgencyOperator.java,1,positive,False
eTour,UC31,FR,heldout,150,3,3-10,IDBVisitPR.java,0,negative,False
eTour,UC31,FR,heldout,151,3,3-10,IDBAgencyOperator.java,1,positive,False
eTour,UC31,FR,heldout,151,3,3-10,TouristTableModel.java,0,negative,False
eTour,UC31,FR,heldout,152,3,3-10,OperatorAgency.java,1,positive,False
eTour,UC31,FR,heldout,152,3,3-10,SiteTableModel.java,0,negative,False
eTour,UC32,FR,heldout,153,2,1-2,DBAgencyOperator.java,1,positive,False
eTour,UC32,FR,heldout,153,2,1-2,BeanGenericPreference.java,0,negative,False
eTour,UC32,FR,heldout,154,2,1-2,OperatorAgency.java,1,positive,False
eTour,UC32,FR,heldout,154,2,1-2,RicercaAvanzata.java,0,negative,False
eTour,UC33,FR,heldout,155,6,3-10,ControlData.java,1,positive,False
eTour,UC33,FR,heldout,155,6,3-10,NewsTableModelTest.java,0,negative,False
eTour,UC33,FR,heldout,156,6,3-10,DBTourist.java,1,positive,False
eTour,UC33,FR,heldout,156,6,3-10,IDBAgencyOperator.java,0,negative,False
eTour,UC33,FR,heldout,157,6,3-10,IDBTourist.java,1,positive,False
eTour,UC33,FR,heldout,157,6,3-10,IDBGenericPreference.java,0,negative,False
eTour,UC33,FR,heldout,158,6,3-10,ITouristClientManager.java,1,positive,False
eTour,UC33,FR,heldout,158,6,3-10,ITouristAgencyManager.java,0,negative,False
eTour,UC33,FR,heldout,159,6,3-10,TouristCard.java,1,positive,False
eTour,UC33,FR,heldout,159,6,3-10,DBGenericPreference.java,0,negative,False
eTour,UC33,FR,heldout,160,6,3-10,TouristClientManager.java,1,positive,False
eTour,UC33,FR,heldout,160,6,3-10,IRefreshmentPointAgencyManager.java,0,negative,False
eTour,UC34,FR,heldout,161,5,3-10,CulturalHeritageCommonManager.java,1,positive,False
eTour,UC34,FR,heldout,161,5,3-10,HelpManager.java,0,negative,False
eTour,UC34,FR,heldout,162,5,3-10,ICulturalHeritageCommonManager.java,1,positive,False
eTour,UC34,FR,heldout,162,5,3-10,BeanNews.java,0,negative,False
eTour,UC34,FR,heldout,163,5,3-10,IRefreshmentPointCommonManager.java,1,positive,False
eTour,UC34,FR,heldout,163,5,3-10,StandardSearch.java,0,negative,False
eTour,UC34,FR,heldout,164,5,3-10,ISearch.java,1,positive,False
eTour,UC34,FR,heldout,164,5,3-10,TagTableModel.java,0,negative,False
eTour,UC34,FR,heldout,165,5,3-10,RefreshmentPointCommonManager.java,1,positive,False
eTour,UC34,FR,heldout,165,5,3-10,CulturalHeritage.java,0,negative,False
eTour,UC35,FR,heldout,166,4,3-10,BeanOperatorRefreshmentPoint.java,1,positive,False
eTour,UC35,FR,heldout,166,4,3-10,ListCategory.java,0,negative,False
