Dataset,Req_ID,Type,Split,PairGroupID,GoldLinkCount,DensityGroup,Code_File,Label,PairRole,SampledWithReplacement
LibEST,RQ18-2,NFR,heldout,47,8,3-10,est_client_http.c,1,positive,False
LibEST,RQ18-2,NFR,heldout,47,8,3-10,est_ossl_util.c,0,negative,False
LibEST,RQ18-2,NFR,heldout,48,8,3-10,est_locl.h,1,positive,False
LibEST,RQ18-2,NFR,heldout,48,8,3-10,est_proxy.c,0,negative,False
LibEST,RQ18-2,NFR,heldout,49,8,3-10,est_server.c,1,positive,False
LibEST,RQ18-2,NFR,heldout,49,8,3-10,est_client_proxy.h,0,negative,False
LibEST,RQ18-2,NFR,heldout,50,8,3-10,est_server.h,1,positive,False
LibEST,RQ18-2,NFR,heldout,50,8,3-10,est_ossl_util.h,0,negative,False
LibEST,RQ18-2,NFR,heldout,51,8,3-10,est_server_http.c,1,positive,False
LibEST,RQ18-2,NFR,heldout,51,8,3-10,est_client_proxy.c,0,negative,True
LibEST,RQ18-2,NFR,heldout,52,8,3-10,est_server_http.h,1,positive,False
LibEST,RQ18-2,NFR,heldout,52,8,3-10,est_proxy.c,0,negative,True
LibEST,RQ19,FR,heldout,53,5,3-10,est_client.c,1,positive,False
LibEST,RQ19,FR,heldout,53,5,3-10,est_client_http.c,0,negative,False
LibEST,RQ19,FR,heldout,54,5,3-10,est_locl.h,1,positive,False
LibEST,RQ19,FR,heldout,54,5,3-10,est_ossl_util.c,0,negative,False
LibEST,RQ19,FR,heldout,55,5,3-10,est_proxy.c,1,positive,False
LibEST,RQ19,FR,heldout,55,5,3-10,est_server_http.h,0,negative,False
LibEST,RQ19,FR,heldout,56,5,3-10,est_server.c,1,positive,False
LibEST,RQ19,FR,heldout,56,5,3-10,est.h,0,negative,False
LibEST,RQ19,FR,heldout,57,5,3-10,est_server.h,1,positive,False
LibEST,RQ19,FR,heldout,57,5,3-10,est_ossl_util.h,0,negative,False
LibEST,RQ20-1,FR,heldout,58,3,3-10,est_client.c,1,positive,False
LibEST,RQ20-1,FR,heldout,58,3,3-10,est_server.h,0,negative,False
LibEST,RQ20-1,FR,heldout,59,3,3-10,est_locl.h,1,positive,False
LibEST,RQ20-1,FR,heldout,59,3,3-10,est_client_proxy.c,0,negative,False
LibEST,RQ20-1,FR,heldout,60,3,3-10,est_server.c,1,positive,False
LibEST,RQ20-1,FR,heldout,60,3,3-10,est_client_http.c,0,negative,False
LibEST,RQ20-2,NFR,heldout,61,3,3-10,est_client.c,1,positive,False
LibEST,RQ20-2,NFR,heldout,61,3,3-10,est.c,0,negative,False
LibEST,RQ20-2,NFR,heldout,62,3,3-10,est_locl.h,1,positive,False
LibEST,RQ20-2,NFR,heldout,62,3,3-10,est_client_proxy.c,0,negative,False
LibEST,RQ20-2,NFR,heldout,63,3,3-10,est_server.c,1,positive,False
LibEST,RQ20-2,NFR,heldout,63,3,3-10,est_server_http.h,0,negative,False
LibEST,RQ21,NFR,heldout,64,1,1-2,est_client.c,1,positive,False
LibEST,RQ21,NFR,heldout,64,1,1-2,est_client_proxy.c,0,negative,False
LibEST,RQ22,NFR,heldout,65,1,1-2,est_client.c,1,positive,False
LibEST,RQ22,NFR,heldout,65,1,1-2,est_server.c,0,negative,False
LibEST,RQ23,NFR,heldout,66,2,1-2,est_client.c,1,positive,False
LibEST,RQ23,NFR,heldout,66,2,1-2,est_server_http.c,0,negative,False
LibEST,RQ23,NFR,heldout,67,2,1-2,est_locl.h,1,positive,False
LibEST,RQ23,NFR,heldout,67,2,1-2,est_ossl_util.h,0,negative,False
LibEST,RQ24,NFR,heldout,68,3,3-10,est_client.c,1,positive,False
LibEST,RQ24,NFR,heldout,68,3,3-10,est_server_http.h,0,negative,False
LibEST,RQ24,NFR,heldout,69,3,3-10,est_locl.h,1,positive,False
LibEST,RQ24,NFR,heldout,69,3,3-10,est.h,0,negative,False
LibEST,RQ24,NFR,heldout,70,3,3-10,est_server.c,1,positive,False
LibEST,RQ24,NFR,heldout,70,3,3-10,est_server.h,0,negative,False
LibEST,RQ25-1,FR,heldout,71,5,3-10,est.c,1,positive,False
LibEST,RQ25-1,FR,heldout,71,5,3-10,est_client_proxy.c,0,negative,False
LibEST,RQ25-1,FR,heldout,72,5,3-10,est_client.c,1,positive,False
LibEST,RQ25-1,FR,heldout,72,5,3-10,est_server_http.c,0,negative,False
LibEST,RQ25-1,FR,heldout,73,5,3-10,est_locl.h,1,positive,False
LibEST,RQ25-1,FR,heldout,73,5,3-10,est.h,0,negative,False
LibEST,RQ25-1,FR,heldout,74,5,3-10,est_server.c,1,positive,False
LibEST,RQ25-1,FR,heldout,74,5,3-10,est_ossl_util.h,0,negative,False
LibEST,RQ25-1,FR,heldout,75,5,3-10,est_server.h,1,positive,False
LibEST,RQ25-1,FR,heldout,75,5,3-10,est_server_http.h,0,negative,False
LibEST,RQ25-2,NFR,validation,76,5,3-10,est.c,1,positive,False
LibEST,RQ25-2,NFR,validation,76,5,3-10,est_ossl_util.c,0,negative,False
LibEST,RQ25-2,NFR,validation,77,5,3-10,est_client.c,1,positive,False
LibEST,RQ25-2,NFR,validation,77,5,3-10,est_client_proxy.h,0,negative,False
LibEST,RQ25-2,NFR,validation,78,5,3-10,est_locl.h,1,positive,False
LibEST,RQ25-2,NFR,validation,78,5,3-10,est_client_http.c,0,negative,False
LibEST,RQ25-2,NFR,validation,79,5,3-10,est_server.c,1,positive,False
LibEST,RQ25-2,NFR,validation,79,5,3-10,est_client_proxy.c,0,negative,False
LibEST,RQ25-2,NFR,validation,80,5,3-10,est_server.h,1,positive,False
LibEST,RQ25-2,NFR,validation,80,5,3-10,est_proxy.c,0,negative,False
LibEST,RQ26,NFR,heldout,81,8,3-10,est.c,1,positive,False
LibEST,RQ26,NFR,heldout,81,8,3-10,est_ossl_util.c,0,negative,False
LibEST,RQ26,NFR,heldout,82,8,3-10,est_client.c,1,positive,False
LibEST,RQ26,NFR,heldout,82,8,3-10,est.h,0,negative,False
LibEST,RQ26,NFR,heldout,83,8,3-10,est_client_http.c,1,positive,False
LibEST,RQ26,NFR,heldout,83,8,3-10,est_ossl_util.h,0,negative,False
LibEST,RQ26,NFR,heldout,84,8,3-10,est_locl.h,1,positive,False
LibEST,RQ26,NFR,heldout,84,8,3-10,est_client_proxy.c,0,negative,False
LibEST,RQ26,NFR,heldout,85,8,3-10,est_proxy.c,1,positive,False
LibEST,RQ26,NFR,heldout,85,8,3-10,est_client_proxy.h,0,negative,False
LibEST,RQ26,NFR,heldout,86,8,3-10,est_server.c,1,positive,False
LibEST,RQ26,NFR,heldout,86,8,3-10,est_server.h,0,negative,False
LibEST,RQ26,NFR,heldout,87,8,3-10,est_server_http.c,1,positive,False
LibEST,RQ26,NFR,heldout,87,8,3-10,est_client_proxy.h,0,negative,True
LibEST,RQ26,NFR,heldout,88,8,3-10,est_server_http.h,1,positive,False
LibEST,RQ26,NFR,heldout,88,8,3-10,est_server.h,0,negative,True
LibEST,RQ27,NFR,heldout,89,2,1-2,est_client.c,1,positive,False
LibEST,RQ27,NFR,heldout,89,2,1-2,est_client_proxy.c,0,negative,False
LibEST,RQ27,NFR,heldout,90,2,1-2,est_server.c,1,positive,False
LibEST,RQ27,NFR,heldout,90,2,1-2,est_server.h,0,negative,False
LibEST,RQ28,NFR,heldout,91,1,1-2,est_client.c,1,positive,False
LibEST,RQ28,NFR,heldout,91,1,1-2,est_proxy.c,0,negative,False
LibEST,RQ29,FR,heldout,92,5,3-10,est.c,1,positive,False
LibEST,RQ29,FR,heldout,92,5,3-10,est_server_http.c,0,negative,False
LibEST,RQ29,FR,heldout,93,5,3-10,est_client.c,1,positive,False
LibEST,RQ29,FR,heldout,93,5,3-10,est_server_http.h,0,negative,False
LibEST,RQ29,FR,heldout,94,5,3-10,est_locl.h,1,positive,False
LibEST,RQ29,FR,heldout,94,5,3-10,est.h,0,negative,False
LibEST,RQ29,FR,heldout,95,5,3-10,est_proxy.c,1,positive,False
LibEST,RQ29,FR,heldout,95,5,3-10,est_client_http.c,0,negative,False
LibEST,RQ29,FR,heldout,96,5,3-10,est_server.c,1,positive,False
LibEST,RQ29,FR,heldout,96,5,3-10,est_ossl_util.h,0,negative,False
LibEST,RQ31,FR,heldout,97,1,1-2,est_server.c,1,positive,False
LibEST,RQ31,FR,heldout,97,1,1-2,est_proxy.c,0,negative,False
LibEST,RQ32-1,FR,heldout,98,9,3-10,est.c,1,positive,False
LibEST,RQ32-1,FR,heldout,98,9,3-10,est_client_proxy.h,0,negative,False
LibEST,RQ32-1,FR,heldout,99,9,3-10,est_client.c,1,positive,False
LibEST,RQ32-1,FR,heldout,99,9,3-10,est.h,0,negative,False
LibEST,RQ32-1,FR,heldout,100,9,3-10,est_client_http.c,1,positive,False
LibEST,RQ32-1,FR,heldout,100,9,3-10,est_ossl_util.h,0,negative,False
LibEST,RQ32-1,FR,heldout,101,9,3-10,est_locl.h,1,positive,False
LibEST,RQ32-1,FR,heldout,101,9,3-10,est_ossl_util.c,0,negative,False
LibEST,RQ32-1,FR,heldout,102,9,3-10,est_proxy.c,1,positive,False
LibEST,RQ32-1,FR,heldout,102,9,3-10,est_client_proxy.c,0,negative,False
LibEST,RQ32-1,FR,heldout,103,9,3-10,est_server.c,1,positive,False
LibEST,RQ32-1,FR,heldout,103,9,3-10,est_ossl_util.h,0,negative,True
LibEST,RQ32-1,FR,heldout,104,9,3-10,est_server.h,1,positive,False
LibEST,RQ32-1,FR,heldout,104,9,3-10,est.h,0,negative,True
LibEST,RQ32-1,FR,heldout,105,9,3-10,est_server_http.c,1,positive,False
LibEST,RQ32-1,FR,heldout,105,9,3-10,est_ossl_util.c,0,negative,True
LibEST,RQ32-1,FR,heldout,106,9,3-10,est_server_http.h,1,positive,False
LibEST,RQ32-1,FR,heldout,106,9,3-10,est_client_proxy.h,0,negative,True
LibEST,RQ32-2,NFR,heldout,107,9,3-10,est.c,1,positive,False
LibEST,RQ32-2,NFR,heldout,107,9,3-10,est_client_proxy.c,0,negative,False
LibEST,RQ32-2,NFR,heldout,108,9,3-10,est_client.c,1,positive,False
LibEST,RQ32-2,NFR,heldout,108,9,3-10,est_ossl_util.c,0,negative,False
LibEST,RQ32-2,NFR,heldout,109,9,3-10,est_client_http.c,1,positive,False
LibEST,RQ32-2,NFR,heldout,109,9,3-10,est.h,0,negative,False
LibEST,RQ32-2,NFR,heldout,110,9,3-10,est_locl.h,1,positive,False
LibEST,RQ32-2,NFR,heldout,110,9,3-10,est_ossl_util.h,0,negative,False
LibEST,RQ32-2,NFR,heldout,111,9,3-10,est_proxy.c,1,positive,False
LibEST,RQ32-2,NFR,heldout,111,9,3-10,est_client_proxy.h,0,negative,False
LibEST,RQ32-2,NFR,heldout,112,9,3-10,est_server.c,1,positive,False
LibEST,RQ32-2,NFR,heldout,112,9,3-10,est_ossl_util.c,0,negative,True
LibEST,RQ32-2,NFR,heldout,113,9,3-10,est_server.h,1,positive,False
LibEST,RQ32-2,NFR,heldout,113,9,3-10,est_ossl_util.h,0,negative,True
LibEST,RQ32-2,NFR,heldout,114,9,3-10,est_server_http.c,1,positive,False
LibEST,RQ32-2,NFR,heldout,114,9,3-10,est_client_proxy.h,0,negative,True
LibEST,RQ32-2,NFR,heldout,115,9,3-10,est_server_http.h,1,positive,False
LibEST,RQ32-2,NFR,heldout,115,9,3-10,est_client_proxy.h,0,negative,True
LibEST,RQ33-1,FR,validation,116,6,3-10,est_client.c,1,positive,False
LibEST,RQ33-1,FR,validation,116,6,3-10,est_ossl_util.h,0,negative,False
LibEST,RQ33-1,FR,validation,117,6,3-10,est_locl.h,1,positive,False
LibEST,RQ33-1,FR,validation,117,6,3-10,est_client_http.c,0,negative,False
LibEST,RQ33-1,FR,validation,118,6,3-10,est_proxy.c,1,positive,False
LibEST,RQ33-1,FR,validation,118,6,3-10,est_client_proxy.c,0,negative,False
LibEST,RQ33-1,FR,validation,119,6,3-10,est_server.c,1,positive,False
LibEST,RQ33-1,FR,validation,119,6,3-10,est_ossl_util.c,0,negative,False
LibEST,RQ33-1,FR,validation,120,6,3-10,est_server.h,1,positive,False
LibEST,RQ33-1,FR,validation,120,6,3-10,est_client_proxy.h,0,negative,False
LibEST,RQ33-1,FR,validation,121,6,3-10,est_server_http.c,1,positive,False
LibEST,RQ33-1,FR,validation,121,6,3-10,est_server_http.h,0,negative,False
LibEST,RQ33-2,NFR,heldout,122,6,3-10,est_client.c,1,positive,False
LibEST,RQ33-2,NFR,heldout,122,6,3-10,est.h,0,negative,False
LibEST,RQ33-2,NFR,heldout,123,6,3-10,est_locl.h,1,positive,False
LibEST,RQ33-2,NFR,heldout,123,6,3-10,est.c,0,negative,False
LibEST,RQ33-2,NFR,heldout,124,6,3-10,est_proxy.c,1,positive,False
LibEST,RQ33-2,NFR,heldout,124,6,3-10,est_client_proxy.c,0,negative,False
LibEST,RQ33-2,NFR,heldout,125,6,3-10,est_server.c,1,positive,False
LibEST,RQ33-2,NFR,heldout,125,6,3-10,est_client_http.c,0,negative,False
LibEST,RQ33-2,NFR,heldout,126,6,3-10,est_server.h,1,positive,False
LibEST,RQ33-2,NFR,heldout,126,6,3-10,est_ossl_util.h,0,negative,False
LibEST,RQ33-2,NFR,heldout,127,6,3-10,est_server_http.c,1,positive,False
LibEST,RQ33-2,NFR,heldout,127,6,3-10,est_ossl_util.c,0,negative,False
LibEST,RQ34,FR,heldout,128,7,3-10,est.c,1,positive,False
LibEST,RQ34,FR,heldout,128,7,3-10,est_client_http.c,0,negative,False
LibEST,RQ34,FR,heldout,129,7,3-10,est_client.c,1,positive,False
LibEST,RQ34,FR,heldout,129,7,3-10,est_ossl_util.h,0,negative,False
LibEST,RQ34,FR,heldout,130,7,3-10,est_locl.h,1,positive,False
LibEST,RQ34,FR,heldout,130,7,3-10,est_client_proxy.h,0,negative,False
LibEST,RQ34,FR,heldout,131,7,3-10,est_ossl_util.c,1,positive,False
LibEST,RQ34,FR,heldout,131,7,3-10,est_server_http.h,0,negative,False
LibEST,RQ34,FR,heldout,132,7,3-10,est_proxy.c,1,positive,False
LibEST,RQ34,FR,heldout,132,7,3-10,est_server_http.c,0,negative,False
LibEST,RQ34,FR,heldout,133,7,3-10,est_server.c,1,positive,False
LibEST,RQ34,FR,heldout,133,7,3-10,est.h,0,negative,False
LibEST,RQ34,FR,heldout,134,7,3-10,est_server.h,1,positive,False
LibEST,RQ34,FR,heldout,134,7,3-10,est_client_proxy.c,0,negative,False
LibEST,RQ35-1,FR,heldout,135,3,3-10,est_client.c,1,positive,False
LibEST,RQ35-1,FR,heldout,135,3,3-10,est_client_proxy.h,0,negative,False
LibEST,RQ35-1,FR,heldout,136,3,3-10,est_server.c,1,positive,False
LibEST,RQ35-1,FR,heldout,136,3,3-10,est_ossl_util.h,0,negative,False
LibEST,RQ35-1,FR,heldout,137,3,3-10,est_server_http.c,1,positive,False
LibEST,RQ35-1,FR,heldout,137,3,3-10,est_client_proxy.c,0,negative,False
LibEST,RQ35-2,NFR,validation,138,3,3-10,est_client.c,1,positive,False
LibEST,RQ35-2,NFR,validation,138,3,3-10,est.h,0,negative,False
LibEST,RQ35-2,NFR,validation,139,3,3-10,est_server.c,1,positive,False
LibEST,RQ35-2,NFR,validation,139,3,3-10,est_client_proxy.c,0,negative,False
LibEST,RQ35-2,NFR,validation,140,3,3-10,est_server_http.c,1,positive,False
LibEST,RQ35-2,NFR,validation,140,3,3-10,est_client_http.c,0,negative,False
LibEST,RQ36-1,FR,heldout,141,6,3-10,est.c,1,positive,False
LibEST,RQ36-1,FR,heldout,141,6,3-10,est_server_http.c,0,negative,False
LibEST,RQ36-1,FR,heldout,142,6,3-10,est_client.c,1,positive,False
LibEST,RQ36-1,FR,heldout,142,6,3-10,est.h,0,negative,False
LibEST,RQ36-1,FR,heldout,143,6,3-10,est_locl.h,1,positive,False
LibEST,RQ36-1,FR,heldout,143,6,3-10,est_client_proxy.h,0,negative,False
LibEST,RQ36-1,FR,heldout,144,6,3-10,est_proxy.c,1,positive,False
LibEST,RQ36-1,FR,heldout,144,6,3-10,est_client_proxy.c,0,negative,False
LibEST,RQ36-1,FR,heldout,145,6,3-10,est_server.c,1,positive,False
LibEST,RQ36-1,FR,heldout,145,6,3-10,est_ossl_util.h,0,negative,False
LibEST,RQ36-1,FR,heldout,146,6,3-10,est_server.h,1,positive,False
LibEST,RQ36-1,FR,heldout,146,6,3-10,est_client_http.c,0,negative,False
LibEST,RQ36-2,NFR,validation,147,6,3-10,est.c,1,positive,False
LibEST,RQ36-2,NFR,validation,147,6,3-10,est_server_http.h,0,negative,False
LibEST,RQ36-2,NFR,validation,148,6,3-10,est_client.c,1,positive,False
LibEST,RQ36-2,NFR,validation,148,6,3-10,est_client_http.c,0,negative,False
LibEST,RQ36-2,NFR,validation,149,6,3-10,est_locl.h,1,positive,False
LibEST,RQ36-2,NFR,validation,149,6,3-10,est_server_http.c,0,negative,False
LibEST,RQ36-2,NFR,validation,150,6,3-10,est_proxy.c,1,positive,False
LibEST,RQ36-2,NFR,validation,150,6,3-10,est_client_proxy.c,0,negative,False
LibEST,RQ36-2,NFR,validation,151,6,3-10,est_server.c,1,positive,False
LibEST,RQ36-2,NFR,validation,151,6,3-10,est_ossl_util.h,0,negative,False
LibEST,RQ36-2,NFR,validation,152,6,3-10,est_server.h,1,positive,False
LibEST,RQ36-2,NFR,validation,152,6,3-10,est.h,0,negative,False
LibEST,RQ37,FR,heldout,153,4,3-10,est_client.c,1,positive,False
LibEST,RQ37,FR,heldout,153,4,3-10,est_locl.h,0,negative,False
LibEST,RQ37,FR,heldout,154,4,3-10,est_proxy.c,1,positive,False
LibEST,RQ37,FR,heldout,154,4,3-10,est.c,0,negative,False
LibEST,RQ37,FR,heldout,155,4,3-10,est_server.c,1,positive,False
LibEST,RQ37,FR,heldout,155,4,3-10,est_server.h,0,negative,False
LibEST,RQ37,FR,heldout,156,4,3-10,est_server_http.c,1,positive,False
LibEST,RQ37,FR,heldout,156,4,3-10,est_client_proxy.h,0,negative,False
LibEST,RQ38,FR,heldout,157,6,3-10,est_client.c,1,positive,False
LibEST,RQ38,FR,heldout,157,6,3-10,est_client_proxy.c,0,negative,False
LibEST,RQ38,FR,heldout,158,6,3-10,est_client_http.c,1,positive,False
LibEST,RQ38,FR,heldout,158,6,3-10,est.c,0,negative,False
LibEST,RQ38,FR,heldout,159,6,3-10,est_locl.h,1,positive,False
LibEST,RQ38,FR,heldout,159,6,3-10,est_ossl_util.c,0,negative,False
LibEST,RQ38,FR,heldout,160,6,3-10,est_proxy.c,1,positive,False
LibEST,RQ38,FR,heldout,160,6,3-10,est_server.h,0,negative,False
LibEST,RQ38,FR,heldout,161,6,3-10,est_server.c,1,positive,False
LibEST,RQ38,FR,heldout,161,6,3-10,est.h,0,negative,False
LibEST,RQ38,FR,heldout,162,6,3-10,est_server_http.c,1,positive,False
LibEST,RQ38,FR,heldout,162,6,3-10,est_client_proxy.h,0,negative,False
LibEST,RQ39,FR,heldout,163,4,3-10,est.c,1,positive,False
LibEST,RQ39,FR,heldout,163,4,3-10,est_server_http.h,0,negative,False
LibEST,RQ39,FR,heldout,164,4,3-10,est_locl.h,1,positive,False
LibEST,RQ39,FR,heldout,164,4,3-10,est_client_proxy.c,0,negative,False
LibEST,RQ39,FR,heldout,165,4,3-10,est_proxy.c,1,positive,False
LibEST,RQ39,FR,heldout,165,4,3-10,est.h,0,negative,False
LibEST,RQ39,FR,heldout,166,4,3-10,est_server_http.c,1,positive,False
LibEST,RQ39,FR,heldout,166,4,3-10,est_client_proxy.h,0,negative,False
LibEST,RQ4-1,FR,heldout,167,6,3-10,est.c,1,positive,False
LibEST,RQ4-1,FR,heldout,167,6,3-10,est_server.h,0,negative,False
LibEST,RQ4-1,FR,heldout,168,6,3-10,est_client.c,1,positive,False
LibEST,RQ4-1,FR,heldout,168,6,3-10,est_client_http.c,0,negative,False
LibEST,RQ4-1,FR,heldout,169,6,3-10,est_ossl_util.c,1,positive,False
LibEST,RQ4-1,FR,heldout,169,6,3-10,est_client_proxy.c,0,negative,False
LibEST,RQ4-1,FR,heldout,170,6,3-10,est_ossl_util.h,1,positive,False
